Employee_ID,Full_Name,Gender,Age,Department,Salary,Join_Date,City,Phone_Number,Performance_Score
EMP0299,OMAR JAVED,F,34,Finance,196539-,2013-10-13,Peshawar,03411990453,Average
EMP0300,Tahira Farooq,Male,59,Marketing,114484,29-03-2015,KARACHI,03167441199,4
EMP0301,Mariam Hashmi,Male,25,Marketing,152376,2022-05-09,Faisalabad,003449098525,44
EMP0302,Bilal Khan,Female,,MKTG,Rs. 45915,18-04-2013,Quetta,03374281729,48
EMP0303,Naveed Saleem,Male,52,HR,61081,2018-02-27,Peshawar,03314091407,100
EMP0304,Nasreen Aslam,Female,120,HR,77877,2023-05-22,Quetta,0306 456 2184,35
EMP0305,Rizwan Raza,Female,42,HR,,2020-08-20,Sialkot,03314464913,
EMP0306,Tahira Aziz,female ,47,HR,194699,2012-11-04,Karachi,03228805580,39
EMP0307,Omar Durrani,Male,-10,Sales,156326,2010-03-06,Lahore,03164770806,39
EMP0308,Rukhsar Jafri,Male,41,Marketing,223306,2010-10-12,Quetta,03413306687,49
EMP0309,Ahmed Malik,Female,23,Operations,124932,2016-08-05,islamabad,03247293092,90
EMP0310,Omar Kiani,female,-10,it,66574,2015-04-17,Lahore,03349780231,3
EMP0311,Ayesha Qureshi,FEMALE,28,Sales,110618,2014-11-17,Peshawar,+92-3311398806,96
EMP0312,Kamran Rehman,Female,55,HR,fifty thousand,2020-05-27,Lahore,03126001903,64
EMP0313,Majid Mehmood,female ,34,Finance,221789,2011-05-21,Sialkot,03123441911,12
EMP0314,Khadija Sheikh,Female,35,IT,210640,32-13-2020,Rawalpindi,+92-3198427126,31
EMP0315,Bilal Durrani,Male,,IT,70493,2011-08-02,Multan,03498953284,62
EMP0316,Ali Hussain,Male,twenty-five,Marketing,one lakh,2019-12-29,Karachi,03186476937,73
EMP0317,Nadia Farooq,Male,40,Operations,113646,2016-06-11,Faisalabad,03275867688,47
EMP0318,Akram Sheikh,Male,35,I.T.,104160,2023-03-13,Karachi,03060169427,20
EMP0319,Irfan Siddiqui,Male,22,HR,139122,2022-06-03,Multan,,57
EMP0320,Ayesha Aziz,Female,31,Marketing,185057,Last Year,Lahore,003498017125,68
EMP0321,Ahmed Durrani,Male,48,Operations,131658,2011-04-29,Islamabad,03190562685,Poor
EMP0322,Fatima Akhtar,Female,,Marketing,155463,2016-09-06,Lahore,+92-3191372722,52
EMP0323,Majid Ansari,Male,35,Operations,99498,2012-05-15,Gujranwala,03320639917,94
EMP0324,Tahira Zaidi,Female,57,HR,74335,2011-09-01,Multn,03313991574,-10
EMP0325,Sana  Anwar,M,39,Sales,191996,2019-05-17,Peshawar,03366812031,43
EMP0326,Tahira Iqbal,Female,37,Sales,one lakh,2014-12-12,Gujranwala,03265785959,62
EMP0327,Usman  Malik,Female,46,Sales,71903,2015-07-27,Quetta,03213968838,14
EMP0328,Samina Ali,Male,,Operations,41506,2014-11-07,Multan,03252500868,89
EMP0329,Sadia Baig,Male,23,Operations,Rs. 150568,2014-02-11,Qta,03079447570,29
EMP0330,Mariam Raza,Male,31,Operations,31774,2023-02-10,Faisalabad,03050828255,90
EMP0331,Ayesha Javed,Female,30,Sales,,2018-07-21,Quetta,+92-3076506548,42
EMP0332,Rabia,male,33,Marketing,85691,2010-09-26,,03211018703,37
EMP0333,Bilal Malik,Male,30,HR,96649,2022-11-05,Islamabad,03134637932,61
EMP0334,Majid Iqbal,Male,29,IT,90842,2011-08-02,Lahor,03448391676,
EMP0335,Naveed Baig,Female,25,I.T,,2021-07-06,Queta,+92-3395883279,96
EMP0336, Waqar Anwar ,Female,,Finance,72958,2016-05-17,Rawalpindi,,86
EMP0337,Mariam Siddiqui,Female,23,Sales,"$91,782",2015-03-21,Quetta ,0347-313-4531,29
EMP0338,Asad Durrani,Female,55,Finance,234451,,Sialkot,+92-3130340520,11
EMP0339,Nasreen Kiani,Female,39,Sales,141959,2017-12-26,Lahore,03379600535,-5
EMP0340,Usman Siddiqui,Female,59,HR,233170,2011-11-09,Peshawar,03242891778,31
EMP0341,Usman Kiani,Male,54,Operations,89516,2016-09-08,Sialkot,003242518680,27
EMP0342,Zainab Aziz,Female,120,Operations,168109,2011-05-19,Quetta,03144281600,39
EMP0343,Samina Zaidi,Male,,HR,180519,2016-04-09,Peshawar ,03411670685,14
EMP0344,Muhammad  Anwar,Male,24,,204528,24-04-2023,Islamabad ,,76
EMP0345,Noreen Akhtar,male,58,Finance,105361,2020-06-11,Rawalpindi,03474298074,47
EMP0346,Nasreen Khan,Female,44,IT,,Last Year,Peshawer,,54
EMP0347,Mariam Mehmood,Male,41,Finance,94923,2015-10-27,Karachi,03413738944,19
EMP0348,ARIF AZIZ,Female,42,Marketing,140088,09-01-2013,Sialkot,+92-3288968371,52
EMP0349,Samina Yousuf,F,53,IT,238574,2016-04-15,Karachi	,03076224048,45
EMP0350,WAQAR JAFRI,Female,51,Finance,166303,2023-05-06,,03148936328,Excellent
EMP0351,Omar Durrani,Male,29,Operations,128899,2016-01-08,Peshawar,03498217691,72
EMP0352,Irfan Mirza,female ,42,Operations,107622,2023-03-16,Sialkot,0332-788-7066,88
EMP0353,Asad,Male,52,Operations,142437,2017-04-19,karachi,03241039891,32
EMP0354,Nasreen Aziz,Male,38,Sales,222478,2011-03-21,Islamabad,03082754180,61
EMP0355,Asad Siddiqui,Male,32,Operations,150611,2018-02-23,Karachi,,71
EMP0356,Asad Iqbal,Female,44,OP,116781,2023-09-05,Peshawar,03155317894,79
EMP0357,Kamran Mehmood,Male,120,Operations,78970-,2023-06-14,,03461602800,66
EMP0358, Majid Rizvi ,Female,50,HR,31345,2012-11-07,Rawalpindi,03348068331,6
EMP0359,Samina Ansari,Male,200,Sales,5000000,2015-01-07,MULTAN,03127920423,5
EMP0360,Akram Akhtar,Female,35,Marketing,232381,2014-03-11,Karachi,003480748214,42
EMP0361,Zainab Ali,Female,,Sales,2000,2020-03-04,LAHORE,03315591514,90
EMP0362,Rabia  Butt,Male,46,Finance,119759,2014-02-03,Faisalabad,0345-563-1152,77
EMP0363,FAISAL AHMED,Female,-10,Operations ,172665,2014-03-10,Peshawar,0312-706-8887,4
EMP0364,faisal hashmi,Male,38,Finance,106131,2011-08-19,MULTAN,003254215127,44
EMP0365,Khadija Anwar,Female,52,Finance,169735,TBD,Lahore,03118041483,
EMP0366, Akram Zaidi ,Male,59,Finance,37770,2012-04-28,Lahore,03178230475,Poor
EMP0367,Zainab Iqbal,Female,51,Finance,10000000,2010-03-21,Peshawar,003437072445,
EMP0368,Salma Durrani,Female,39,Marketing,229484,2012-12-10,peshawar,03342543232,11
EMP0369,Rizwan Ansari,Female,36,Finance,106354,2018-07-02,Peshawar,03016085071,3.5
EMP0370,Ali Yousuf,Female,30,it,144652,2011-11-28,Multan,03059559121,90
EMP0371,Waqar Hameed,Female,,Finance,,Last Year,Sialkot,,29
EMP0372,Muhammad Malik,Female,55,IT,134504,2021-10-06,Rawalpindi,0307-733-9500,15
EMP0373,Mariam Butt,Female,60,IT,78892,2020-02-02,Sialkot,03115356036,24
EMP0374,Salma Ansari,Male,29,Operations,188862-,10/17/2012,Quetta,03358061143,79
EMP0375,Parveen Rizvi,male,,Sales ,122509-,2013-12-22,Rawalpindi,03056135978,59
EMP0376,Rizwan Anwar,Male,37,Marketing,104566,2018-03-18,Gujranwala,03285825889,58
EMP0377,Asad Hameed,M,37,Marketing,,2016-01-28,Karachi,03028964413,15
EMP0378,Rabia Akhtar,Male,22,operations,107336,2018-10-12,Multan,0301 223 9111,58
EMP0379,Noreen Hussain,Female,55,IT,235055,2022-10-01,Rawalpindi,03379013190,58
EMP0380,Samina Ali,female ,51,hr,213974,2011-01-10,Karachi,03295914779,50
EMP0381,Majid  Durrani,Male,32,HR,235036,2019-02-05,Faisalabad,03377990328,77
EMP0382,Sana Mehmood,F,57,Marketing,216693,2014-02-06,Gujranwala,03444608672,86
EMP0383, Khadija Iqbal ,Female,26,H.R,243546,14/01/2017,Islamabad,03454802258,150
EMP0384,Samina Kiani,Male,60,Sales ,163761,21-03-2022,Rawalpindi,03454223450,
EMP0385,,,,,,,,,
EMP0386,Sana Saleem,Male,forty,sales,154329,2022-10-05,Lahore,03261137762,36
EMP0387,Farah Javed,Female,120,IT,222211,2020/25/12,Karachi,03267752132,98
EMP0388,Tariq Malik,Female,45,Marketing,31145,2013-09-07,Gujranwala,03386853003,88
EMP0389,Tahira Anwar,Female,46,Sales,93871,2021-07-23,Lahore,03262398803,9
EMP0390,Sana Durrani,female,58,Finance,33609-,N/A,Gujranwala,03469169839,98
EMP0391,Nadia Mehmood,F,35,IT,133773,24-07-2019,Quetta,03419568709,16
EMP0392,Akram Ansari,Female,27,Fin,"$117,363",2022-11-08,Karachi	,03079004387,83
EMP0393,Sadia Butt,Female,43,IT,100088,2010-10-12,Karachi,03184217674,85
EMP0394,mariam qureshi,Male,54,I.T,80197-,2010-10-26,Sialkot,0346 129 2322,25
EMP0395,Salma Hameed,Male,50,Sales,76840,2013-07-28,,03071423841,59
EMP0396,Samina Hussain,male ,31,Finance,Rs. 139674,2017-07-19,Karachi ,,11
EMP0397,Zainab Hashmi,Female,31,Finance,248525,2020-10-11,Lahor,+92-3447000747,90
EMP0398,Nadia,male,52,Finance,177217,2023-01-19,Multan,0322-857-7030,90
EMP0399,Arif Aziz,FEMALE,44,,Rs. 186500,2023-05-25,Quetta,03244768842,20
EMP0400,Akram Ansari,MALE,49,Operations,180563,2015-07-31,Lahore,003346272158,11
EMP0401,Arif Ansari,Female,36,IT,10000000,2022-09-06,Peshawar,03345837349,67
EMP0402,Nadia Javed,Female,30,Sales,Rs. 54724,2023-05-08,Peshawar,03387761337,56
EMP0403,Noreen Hashmi,Female,27,HR ,77303,2021-12-19,Lahore,0337 321 6979,82
EMP0404,Ahmed Hashmi,Female,33,IT,87367,2016-02-15,Karachi,03374217871,100
EMP0405,Irfan Ali,Female,46,Finance,90910,2010-01-24,Multan,0348 845 7847,77
EMP0406,Sadia Akhtar,Female,34,IT,129212,2014-07-29,Islamabad,03311122554,8
EMP0407,Arif Zaidi,Female,48,Sales,208496,2020-08-25,Karachi  ,03256234339,69
EMP0408,Irfan Sheikh,Female,47,Finance,223589,2012-12-06,Multan,03328617215,93
EMP0409,Asad Naqvi,Female,43,IT,153848,2020-08-13,KARACHI,03057979670,59
EMP0410,Mariam Baig,F,55,Sales,34432,2016-04-06,Peshawar,,150
EMP0411,Omar Ansari,Female,thirty,IT,50189,,Islamabad ,03085688787,
EMP0412,Rabia Raza,Female,43,Operations,"$182,794",2018-09-06,Quetta,03211523124,65
EMP0413,Samina Ahmed,Male,24,Finance,56311,24/07/2021,Peshawar,03083101157,88
EMP0414,Arif Aslam,Male,26,IT,"$40,322",2012-08-23,Faisalabad,03124941675,68
EMP0415,Ali Butt,Female,33,Finance,73452,2019-08-09,Islamabad,03430080491,44
EMP0416,Bilal Akhtar,FEMALE,43,hr,111825,2015-08-21,Sialkot,03149971412,-1
EMP0417,Ayesha Hussain,Female,37,IT,130442,2020-11-19,,03145021207,98
EMP0418, Javed Anwar ,Female,44,IT,"$106,404",TBD,rawalpindi,+92-3335832859,34
EMP0419,imran butt,Female,thirty,Finance,5000000,2020-09-15,Lahore,03082129095,40
EMP0420,Sana Ali,Female,34,Sales,N/A,2018-08-21,Gujranwala,03258222564,60
EMP0421,Parveen Mirza,Female,38,Marketing,201098,08-05-2022,,03458588461,71
EMP0422, Farah Akhtar ,male ,-5,IT,111137,2022-04-19,Rawalpindi,03040624865,9
EMP0423,nasreen sheikh,Female,95,Marketing,169599,2014-09-27,Rawalpindi,003455370500,45
EMP0424,Shahid Aziz,Male,44,Finance,52937,,Peshawar,03139745767,68
EMP0425,Rukhsar Aziz,M,49,HR,169233,2010-05-01,Sialkot,+92-3416542972,16
EMP0426,Sadia Saleem,Male,48,IT,,2012-02-08,Sialkot,03282898620,34
EMP0427,Muhammad Zaidi,female,thirty,IT,226323,2021-11-28,Multan,03390298801,47
EMP0428,Bilal Naqvi,Male,50,Operations,204092,2018-02-01,Islamabad,Not Given,72
EMP0429,Arif Raza,Female,60,IT,"$71,296",2015-01-23,Karachi	,03326785489,99
EMP0430,Farah Javed,Male,31,IT,96522,2018-09-25,Islamabad,03047698267,53
EMP0431,,,,,,,,,
EMP0432,Ahmed Jafri,male ,35,Sales,104480,2023-03-12,Quetta,+92-3424797107,48
EMP0433,Parveen Mirza,Female,22,Finance,59513-,2012-10-31,Islamabad,03161588906,2
EMP0434,Hassan Aslam,Female,49,Finance,,2018-01-06,Sialkot,03360474195,44
EMP0435, Samina Butt ,Female,39,Finance,122943,2015-12-12,Lahore,,79
EMP0436,Shahid Javed,Female,48,IT,Rs. 34444,2015-11-06,Multan,03149842729,75
EMP0437,Tariq Akhtar,Female,51,HR,"$131,568",2017-04-11,Multan ,0341-323-9162,Average
EMP0438,Asad Butt,Male,23,,38645,2019-03-31,multan,03290490654,5
EMP0439, Farah Javed ,FEMALE,33,Marketing,500,2019-10-07,islamabad,03313226649,150
EMP0440,Fatima Saleem,Female,26,IT,162232,,Islamabad,03291605547,49
EMP0441,Omar Ahmed,Female,-10,H.R.,112167,2022-07-09,Peshawar,03255249515,3
EMP0442,Rukhsar  Raza,Male,48,IT,181211-,2010-10-24,Sialkot,03239566552,45
EMP0443,Rabia Malik,Male,52,HR,232642,2018-07-29,Quetta ,003155619988,67
EMP0444,Asad Javed,Female,40,Sales,109977,2011-06-09,Faisalabad,03371777181,46
EMP0445,Sana Ansari,Female,59,Operations,133097,2010-06-18,Quetta,03378312956,4.2
EMP0446,Irfan Durrani,Female,,H.R,187174,25/04/2023,Faisalabad,03391168485,82
EMP0447,Ayesha Sheikh,Male,32,Sales,71302,2017-11-06,Peshawar,03047862236,48
EMP0448,Javed Jafri,Male,27,Finance,88265,2012-06-05,Rawalpindi,03439976031,58
EMP0449,Ayesha Naqvi,Male,22,Operations,196662,2015-04-22,Multan,03141323789,26
EMP0450,Usman Rehman,Female,58,Sales,166942,2020-11-10,Islamabad,0321 841 1037,56
EMP0451,Muhammad Mirza,Female,43,I.T,46906,18/10/2014,,03316720126,200
EMP0452,Omar Hameed,Male,50,Sales,89767,2010-01-23,Karachi,03244273033,3.5
EMP0453,Sana Hashmi,female,34,IT,112222,2018-08-29,Karachi  ,03019711151,56
EMP0454,Rabia,Female,40,Operations,88041,2012-02-26,Gujranwala,03420192332,74
EMP0455,Salma Mirza,Male,48,Sales,96647,2015-06-06,Islamabad,03398876411,
EMP0456,Majid Kiani,Female,45,Sales,173595,2017-02-12,Peshawar,03347914435,16
EMP0457,Fatima Siddiqui,Female,57,IT,31881,22-07-2014,Quetta,03051570260,40
EMP0458,Farah Ahmed,Male,43,Marketing,Rs. 103224,2011-02-20,Lahore,03152892856,51
EMP0459,Samina Ali,Female,42,HR,149131,2015-08-17,Rawalpindi,03043544444,51
EMP0460,Hassan Yousuf,Male,120,Marketing,182976,2021-10-28,Lhr,03285491123,23
EMP0461,Ayesha Butt,Male,-10,,103278,2013-10-04,,03294334639,33
EMP0462,Waqar Mirza,Female,59,MKTG,153332,2019-06-18,Islamabad,03368859940,
EMP0463,rizwan anwar,Female,36,Finance,500,2020-03-05,Lahore,03251675798,15
EMP0464,Omar Qureshi,Male,41,Operations,195762,2013-01-26,Multn,03225734299,20
EMP0465,Usman Mehmood,female,30,HR,110618,20/03/2023,Faisalabad,03093535134,54
EMP0466,Naveed Saleem,Female,26,Finance,69542,---,Islamabad,03490684112,2
EMP0467,Arif Khan,Male,32,Operations ,64850,2016-12-10,Lahore,0339-845-9661,79
EMP0468,Rabia Mirza,Female,30,HR,165420,2016-10-05,Faisalabad,,58
EMP0469,Tahira Hameed,Female,28,Operations,36501,2011-06-25,Peshawar,03129182726,82
EMP0470,Noreen Raza,Female,,Marketing,106929,2023-09-04,Islamabad,,88
EMP0471,Fatima Anwar,female,24,sales,65194,2010-08-28,Faisalabad,003044372429,37
EMP0472,Tariq Qureshi,Male,-5,Sales,"$32,225",01/14/2020,Quetta,03022806896,85
EMP0473,Akram Siddiqui,Male,36,Operations,183232,01-08-2018,Islamabad,,75
EMP0474,Rabia Sheikh,Female,59,IT,,2022-11-06,Islamabad,03220757966,59
EMP0475,Rukhsar Rizvi,Female,47,Operations,108443,2015-02-06,Islamabad,03126255108,74
EMP0476,Usman,Male,37,HR,181046,Jan 2020,Islamabad,03366467984,41
EMP0477,Javed Khan,Female,95,Operations,148268,2010-05-28,Lhr,+92-3454767455,11
EMP0478,Rukhsar Qureshi,Female,28,HR,57228,2018-11-02,Rawalpindi,03166033776,44
EMP0479,Akram Mirza,Male,48,Finance,146291,2023-02-18,Islamabad,0337-450-0417,65
EMP0480,Noreen Farooq,FEMALE,44,Operations,165919,2022-01-14,Isb,03276148102,30
EMP0481,Shahid Javed,Female,46,Sales,146016,2017-02-21,Sialkot,03487832640,Good
EMP0482,Fatima Rehman,Male,26,IT,173947,2023-05-31,Multan,03285581549,56
EMP0483,Sadia Zaidi,Female,49,Marketing,184335,2023-04-30,Peshawar,+92-3166543141,29
EMP0484,Noreen Saleem,Female,30,Operations,180539,,Sialkot,03091154743,78
EMP0485,Majid Anwar,Male,32,Sale,196344,2016-07-25,Multn,03081380018,43
EMP0486,Hassan Zaidi,Female,-10,HR,135656,2014-05-27,Quetta,03437287550,
EMP0487,Salma Khan,Male,47,Sales,185784-,2019-09-24,Multan,,33
EMP0488,faisal aslam,Female,27,Sales,"$188,986",2018-11-21,Islambad,03288530951,43
EMP0489,Kamran Mirza,Male,36,Sales,212082,2010-07-30,Gujranwala,03243018218,88
EMP0490,Hina Saleem,Female,12,H.R,,28-10-2018,,0349-855-2975,11
EMP0491,Fatima Rehman,F,49,Sales,249401,2017-09-17,Gujranwala,03470111368,53
EMP0492,Sana Ahmed,Female,30,Sales,45883,,Sialkot,003196300248,25
EMP0493,NADIA JAFRI,MALE,,Operations,38828,02-01-2015,Quetta,0300XXXXXXX,Poor
EMP0494,Imran Kiani,Male,26,IT,146291,2020-05-07,Faisalabad,03286094420,28
EMP0495,Faisal Khan,M,51,Sales,248241,2021-09-23,Islamabad,0336-451-1793,46
EMP0496, Parveen Malik ,Male,47,HR,249039,09/19/2010,Multan,03228155906,83
EMP0497,Ali Naqvi,FEMALE,22,Finance,130787-,2010-04-05,Karachi,03198342130,28
EMP0498,SADIA REHMAN,Female,58,Operations,167605,09/01/2020,Lahore,03445614444,73
EMP0499,Parveen  Hussain,Male,42,Finance,49125,2016-10-15,,03039785413,14
EMP0500,akram saleem,Female,twenty-five,Finance,63696,14/07/2015,Lahore,03297518448,99
EMP0501,Imran Hameed,female ,36,Finance,199328,2017-09-30,Peshawar,0337 469 7129,36
EMP0502,Hina Yousuf,MALE,38,,195879,24-01-2021,Faisalabad,03428718144,100
EMP0503,Ahmed Sheikh,Female,54,Finance,35957,16-06-2023,Karachi ,003439391511,64
EMP0504, Rizwan Rizvi ,Female,49,Marketing,68501,2011-02-07,Lahor,03394672838,85
EMP0505,Irfan Javed,Female,29,Sales,Rs. 132422,2015-11-09,Islamabad ,03093335181,86
EMP0506,Parveen Akhtar,Female,34,FINANCE,75490,2012-04-02,Rawalpindi,,30
EMP0507,Salma,Male,39,,186385,2016-09-19,Peshawar,03245353959,78
EMP0508,Tariq Hameed,Male,41,Marketing,142931,2016-01-22,Islamabad,N/A,Excellent
EMP0509,Waqar Hameed,Male,23,I.T,186863,2011-01-26,Faisalabad,03040587363,49
EMP0510,Salma Khan,Male,49,HR,204421,12/24/2019,,03335560882,19
EMP0511,Tahira Akhtar,Male,40,Finance,44029,08/20/2015,Faisalabad,03219568531,54
EMP0512,,,,,,,,,
EMP0513,Rabia Butt,Male,58,Sales,113481,,Peshawar,03113029672,84
EMP0514,Ayesha Rehman,FEMALE,41,Finance,Rs. 49252,2015-09-24,Karachi,03064250582,-10
EMP0515,Irfan Durrani,Male,33,Sale,106629-,00-00-0000,Lahore,03275682810,13
EMP0516,Omar Aslam,M,33,Marketing,190370,2022-08-05,,03367432865,46
EMP0517,Salma Aziz,female ,56,Finance,169348,2018-07-27,Gujranwala,,86
EMP0518,Waqar Anwar,Male,,Operations,5000000,2011-09-29,Peshawar,0317-950-5854,
EMP0519, Ali Sheikh ,Female,56,HR,91846,2015-02-10,Islamabad,03321245841,79
EMP0520,Noreen Aziz,Male,26,Finance,178516,2020-12-18,Karachi,0317-452-2685,42
EMP0521,asad raza,Male,58,Finance,Rs. 88451,2012-10-10,QUETTA,03176203738,64
EMP0522, Nadia Sheikh ,Male,39,Marketing,179792,17-08-2016,Rawalpindi,03275304816,63
EMP0523,Mariam Naqvi,F,51,Sales,29296,01-11-2013,Islamabad,0325-015-0882,45
EMP0524,Rukhsar Hashmi,F,40,Operations,138470,2013-05-16,Karachi,03324787933,55
EMP0525,Salma Rizvi,Female,26,Marketing,123441,2021-08-04,,03358957873,48
EMP0526,Nadia Khan,Male,26,Finance,163497,TBD,Lahore,03226978567,3.5
EMP0527,Nasreen Aziz,Male,34,Marketing,64479,2022-07-23,Faisalabad,,30
EMP0528,Ayesha Rizvi,Male,32,,30084,,Sialkot,03061158360,50
EMP0529,Faisal Raza,M,,,86636,2018-02-10,Karachi,03115059637,21
EMP0530,Fatima Aziz,MALE,33,Finance,35756,2020-01-03,Sialkot,+92-3418697572,36
EMP0531,Muhammad Raza,Female,32,Finance,Rs. 62221,2023-05-08,Sialkot,03070724532,65
EMP0532,Hina Kiani,Male,59,,111914,2017-08-31,Karachi,03332568467,4
EMP0533,Irfan Aziz,Female,25,HR,101848,2012-04-17,Peshawar,03373208859,15
EMP0534,Parveen Khan,M,60,Marketing,173377,2013-02-06,Rawalpind,03225257708,500
EMP0535,Naveed Yousuf,Female,-5,Marketing,122958,2016-03-12,Karachi,03018525908,Excellent
EMP0536,Zainab Rehman,Female,23,IT,5000000,2014-11-10,Rawalpindi,03193708333,61
EMP0537,Bilal Zaidi,Female,31,Marketing ,55432,2023-02-01,Gujranwala,03481627632,53
EMP0538,Samina Aslam,female,51,Finance,244375,2015-02-23,Faisalabad,03440091130,19
EMP0539, Zainab Kiani ,Female,twenty-five,Operations,217086,2015-01-16,Quetta,03026336260,62
EMP0540,Irfan Qureshi,Male,34,Marketing,169803,2011-02-17,,03082777174,59
EMP0541,Majid Durrani,Male,42,HR,78435,2011-05-03,Faisalabad,03170036941,19
EMP0542,Faisal Butt,Female,25,marketing,55846,04/29/2016,Quetta,03295133330,46
EMP0543,Hassan Butt,Male,34,HR,177458,2012-06-12,Lahore,03257201053,6
EMP0544, Tariq Naqvi ,Male,49,HR,146471,01/13/2011,Rawalpindi,03292880952,-10
EMP0545,Sadia Kiani,F,29,Operations,,2010-08-10,Quetta,03155769312,22
EMP0546,Shazia Kiani,Male,43,I.T,114070,2018-06-27,Lahore,03314247464,93
EMP0547,Kamran Jafri,Female,49,IT,112683,2010-02-25,Rawalpindi,003316293604,76
EMP0548,Akram Ansari,Female,59,sales,106760,09/23/2022,Peshawar,+92-3134723692,Excellent
EMP0549,Irfan Sheikh,Male,33,it,65185,"March 15, 2019",Faisalabad,03063180637,93
EMP0550,Shazia  Hussain,male ,39,Sales,247753,01-06-2019,Sialkot,03116186113,84
EMP0551,Asad Rizvi,FEMALE,48,Finance,245071,2021-11-05,Faisalabad,03186911749,31
EMP0552,Parveen Rehman,Male,31,Operations,fifty thousand,2022-09-16,Karachi,03378461297,84
EMP0553, Samina Rizvi ,Female,37,Finance,99800,Not Available,Islamabad,03082591844,67
EMP0554,KAMRAN RIZVI,Male,43,Operations,148132,2011-02-14,Queta,03029075511,53
EMP0555,Parveen Akhtar,Female,56,Operations,138495,2018-10-06,Quetta,03166105911,14
EMP0556, Rabia Hussain ,Female,-10,Finance,53454-,2012-07-16,Gujranwala,0335-692-4109,72
EMP0557,Kamran Aziz,Female,twenty-five,IT,81065,2021-11-12,Karachi,03354246409,52
EMP0558,Ayesha Ansari,MALE,29,Operations ,166383-,21-08-2023,lahore,03371187250,80
EMP0559,Noreen Ansari,Female,thirty,Sales,100290,,Lahore,03334068341,80
EMP0560,Majid Jafri,M,twenty-five,Operations,Rs. 93878,,Gujranwala,+92-3257825619,2.8
EMP0561,Rizwan Raza,Male,28,IT,26949,2010-01-01,Gujranwala,03233368501,28
EMP0562,Sana Khan,Female,26,SALES,33103,2019-03-02,Karachi,03088367287,53
EMP0563, Hassan Raza ,Female,48,I.T.,129818,2011-03-15,Sialkot,03376283981,40
EMP0564,Imran Kiani,Female,,Operations,70034,2014-08-03,Faisalabad,03165783051,38
EMP0565,Noreen Zaidi,Female,40,HR ,88640,2017-01-25,Peshawer,0300XXXXXXX,26
EMP0566,Rabia Ansari,Female,34,Marketing ,89385,---,Peshawar,03218652877,44
EMP0567,Bilal Hameed,Female,33,SALES,52790,Not Available,islamabad,,98
EMP0568,Rizwan Ahmed,Male,31,Marketing,49643,2013-02-17,Lhr,03350095902,56
EMP0569, Naveed Kiani ,Female,twenty-five,Sales,173946,2017-10-13,Islamabad,03140578143,89
EMP0570,Parveen Hashmi,Female,50,Marketing,126827,2010-11-27,Sialkot,03282437391,4
EMP0571,Rabia Ansari,FEMALE,36,Operations,1000,2011-09-17,Quetta ,03477685146,33
EMP0572,Faisal Javed,Female,49,Sales,133929,03/27/2018,Multan,03142264369,84
EMP0573,usman raza,Female,47,Finance,"$66,491",2010-05-20,Gujranwala,03098655223,91
EMP0574,waqar hashmi,Male,120,Marketing,one lakh,2020-08-27,Peshawar,03078918830,26
EMP0575,Muhammad Malik,Male,23,IT,"$114,369",2010-04-17,Rawalpind,03158070969,84
EMP0576,Parveen Baig,Male,38,HR ,44502,TBD,PESHAWAR,Not Given,82
EMP0577,Irfan Javed,Male,58,Sales,99137,2022-12-26,LAHORE,03311577154,93
EMP0578,RIZWAN IQBAL,Male,24,Finance,N/A,2015-12-11,Pesh,,54
EMP0579,Tahira Durrani,Female,-10,IT,1000,2018-10-16,Peshawar,03489006498,Excellent
EMP0580,Shahid Saleem,M,54,IT,N/A,2010-07-24,multan,03224229923,8
EMP0581,Samina Ansari,male ,32,Sales,123568,2022-02-25,,0343 544 7599,3.5
EMP0582,Omar Kiani,Male,42,Marketing,149150,17-06-2014,Lahore,03227023871,61
EMP0583,Naveed  Kiani,FEMALE,25,OP,206287,2018-04-28,Quetta ,03092310958,61
EMP0584,Rukhsar Khan,Female,,IT,176095,2010-12-01,Faisalabad,03141470269,59
EMP0585,Majid Jafri,Male,42,IT,215137,2013-02-14,Peshawar,03254551385,93
EMP0586,Nasreen Rizvi,Male,56,It,121743,2017-07-11,,03145150315,34
EMP0587,Akram Hameed,Female,52,HR,Rs. 165778,2016-03-11,Faisalabad,0339 377 1055,
EMP0588,Rabia  Mirza,Female,59,It,75013,2021-01-02,Islamabad,03310940923,23
EMP0589,imran saleem,Male,59,Sales,35323,25-04-2021,Karachi	,03263995555,2
EMP0590,Arif Naqvi,M,25,IT,40472,2012-11-26,Karachi ,03070895240,30
EMP0591,Asad Raza,Male,25,,232231,2017-01-02,Rwp,03118872420,Good
EMP0592,Bilal Akhtar,Male,54,Sales,205029,2013-03-04,Karachi,03144231730,55
EMP0593,Hina Rizvi,Female,54,OP,81717,2011-01-16,RAWALPINDI,03437107234,91
EMP0594,Parveen,Female,56,FINANCE,168273,2016-09-16,Faisalabad,003111034506,34
EMP0595,Majid Aziz,Female,27,Sales,247095,2016-03-19,Lahore,0328 656 5177,59
EMP0596,Imran Zaidi,Male,56,Operations,148570,2015-06-03,Peshawar,03356302514,60
EMP0597,Usman Jafri,Female,22,Sales,215795,2021-12-08,Gujranwala,03128104420,72
EMP0598,Rizwan Ali,Female,51,Sales,175018,06-01-2014,Rawalpindi,03057281975,15
